rowcol Oct-1990 Nov-1990 Dec-1990 Jan-1991 Feb-1991 Mar-1991 Apr-1991 May-1991 Jun-1991 Jul-1991 Aug-1991 Sep-1991 Oct-1991 Nov-1991 Dec-1991 Jan-1992 Feb-1992 Mar-1992 Apr-1992 May-1992 Jun-1992 Jul-1992 Aug-1992 Sep-1992 Oct-1992 Nov-1992 Dec-1992 Jan-1993 Feb-1993 Mar-1993 Apr-1993 May-1993 Jun-1993 Jul-1993 Aug-1993 Sep-1993 Oct-1993 Nov-1993 Dec-1993 Jan-1994 Feb-1994 Mar-1994 Apr-1994 May-1994 Jun-1994 Jul-1994 Aug-1994 Sep-1994 Oct-1994 Nov-1994 Dec-1994 Jan-1995 Feb-1995 Mar-1995 Apr-1995 May-1995 Jun-1995 Jul-1995 Aug-1995 Sep-1995 Oct-1995 Nov-1995 Dec-1995 Jan-1996 Feb-1996 Mar-1996 Apr-1996 May-1996 Jun-1996 Jul-1996 Aug-1996 Sep-1996 Oct-1996 Nov-1996 Dec-1996 Jan-1997 Feb-1997 Mar-1997 Apr-1997 May-1997 Jun-1997 Jul-1997 Aug-1997 Sep-1997 Oct-1997 Nov-1997 Dec-1997 Jan-1998 Feb-1998 Mar-1998 Apr-1998 May-1998 Jun-1998 Jul-1998 Aug-1998 Sep-1998 Oct-1998 Nov-1998 Dec-1998 Jan-1999 Feb-1999 Mar-1999 Apr-1999 May-1999 Jun-1999 Jul-1999 Aug-1999 Sep-1999 Oct-1999 Nov-1999 Dec-1999 Jan-2000 Feb-2000 Mar-2000 Apr-2000 May-2000 Jun-2000 Jul-2000 Aug-2000 Sep-2000 Oct-2000 Nov-2000 Dec-2000 Jan-2001 Feb-2001 Mar-2001 Apr-2001 May-2001 Jun-2001 Jul-2001 Aug-2001 Sep-2001 Oct-2001 Nov-2001 Dec-2001 Jan-2002 Feb-2002 Mar-2002 Apr-2002 May-2002 Jun-2002 Jul-2002 Aug-2002 Sep-2002 Oct-2002 Nov-2002 Dec-2002 Jan-2003 Feb-2003 Mar-2003 Apr-2003 May-2003 Jun-2003 Jul-2003 Aug-2003 Sep-2003 Oct-2003 Nov-2003 Dec-2003 Jan-2004 Feb-2004 Mar-2004 Apr-2004 May-2004 Jun-2004 Jul-2004 Aug-2004 Sep-2004 Oct-2004 Nov-2004 Dec-2004 Jan-2005 Feb-2005 Mar-2005 Apr-2005 May-2005 Jun-2005 Jul-2005 Aug-2005 Sep-2005 Oct-2005 Nov-2005 Dec-2005 Jan-2006 Feb-2006 Mar-2006 Apr-2006 May-2006 Jun-2006 Jul-2006 Aug-2006 Sep-2006 Oct-2006 Nov-2006 Dec-2006 Jan-2007 Feb-2007 Mar-2007 Apr-2007 May-2007 Jun-2007 Jul-2007 Aug-2007 Sep-2007 Oct-2007 Nov-2007 Dec-2007 Jan-2008 Feb-2008 Mar-2008 Apr-2008 May-2008 Jun-2008 Jul-2008 Aug-2008 Sep-2008 Oct-2008 Nov-2008 Dec-2008 Jan-2009 Feb-2009 Mar-2009 Apr-2009 May-2009 Jun-2009 Jul-2009 Aug-2009 Sep-2009 Oct-2009 Nov-2009 Dec-2009 Jan-2010 Feb-2010 Mar-2010 Apr-2010 May-2010 Jun-2010 Jul-2010 Aug-2010 Sep-2010 Oct-2010 Nov-2010 Dec-2010 Jan-2011 Feb-2011 Mar-2011 Apr-2011 May-2011 Jun-2011 Jul-2011 Aug-2011 Sep-2011
182125 81628 81807 121450 191310 327530 513640 342420 472450 199180 27780 0 8043 35940 61740 93464 215870 491710 510780 823100 308070 84864 2861 0 0 15247 59230 260090 729830 799940 1881200 1313500 1757400 1197200 119490 55772 60436 69868 79379 236700 355550 345280 452810 330660 396760 60016 0 0 0 0 0 52075 1901800 2005300 2302200 1593600 1675400 1202400 432850 82610 76510 75227 86714 1278500 1629200 2549400 1514300 1496500 1407900 466300 77516 0 40518 57609 1242700 2816300 3401300 1291700 949770 952930 529810 169600 80360 94074 79608 103660 301550 368710 1715600 1722200 2415800 1429400 1627300 1579700 517800 83756 90272 99228 884010 1036300 1362600 1686000 1594400 1286400 1446400 1053200 110500 47128 62937 73550 264220 347060 1138500 1222400 1286100 1475100 1028700 639880 100820 802 34458 57548 70484 156110 184840 218160 502480 305280 274250 25814 0 0 0 0 0 497840 1244300 872020 713630 1041900 641720 283120 37619 0 0 28160 74340 1542500 2103100 1436500 1353600 1450100 1411000 855900 124990 96676 77683 76117 161940 531180 730820 1523500 1317000 1085700 902600 285220 31426 0 7127 61163 75084 672540 717430 1138400 820990 857670 1356600 880070 98315 0 29683 48749 361180 2965500 3104600 2347200 1221200 1365500 2047800 968400 91386 33834 52955 62789 248970 911840 713890 756540 1161500 701590 628490 93708 2977 0 0 61155 133240 357850 565600 764590 835190 870510 1316300 719420 60876 0 21176 43188 263910 213750 336200 454240 868590 870420 952490 361570 23466 0 0 39840 52468 151680 682270 683770 834840 1141500 1096000 1420400 259230 45134 54776 122450 494830 1230600 1080200 742820 1386700 1648600 1482700 1471800 679100 109050 76781
181125 82429 82621 122300 192290 328700 515070 343680 473780 200060 28150 0 8014 36556 62517 94316 216920 493060 512170 824790 309080 85561 2973 0 0 15049 59927 261210 731710 801690 1883900 1315900 1759900 1199100 120230 56196 61130 70635 80172 237750 356820 346500 454130 331830 397880 60503 0 0 0 0 0 52730 1904900 2008000 2305600 1596300 1677900 1204300 434040 83051 77258 76004 87525 1280800 1632500 2552500 1516700 1499000 1410000 467430 78127 0 41113 58345 1244900 2820300 3405500 1294000 951700 954910 531010 170410 81135 94945 80446 104530 302900 370080 1718700 1724700 2418900 1431800 1629800 1582000 518950 84167 91064 100070 886100 1038400 1365300 1688500 1596800 1288600 1448400 1054800 111190 47487 63622 74317 265310 348290 1140700 1224500 1288400 1477600 1030500 641450 101550 703 35020 58290 71257 157010 185850 219200 503870 306460 275080 26104 0 0 0 0 0 499180 1246600 874110 715310 1043900 643140 284030 38019 0 0 28648 75193 1545700 2106300 1439400 1356000 1452600 1413200 857340 125670 97250 78426 76883 162820 532670 732560 1527000 1319300 1087700 904290 286110 31791 0 6988 61920 75867 674230 719140 1142000 822840 859550 1358700 881710 98987 0 30182 49435 362340 2969700 3108800 2350500 1223400 1367900 2050400 970040 91960 34073 53607 63517 249950 913800 715620 758640 1163600 703280 629820 94332 3090 0 0 61779 134040 359120 567310 766980 837010 872370 1318300 720790 61364 0 21617 43856 264860 214790 337410 455710 870380 872180 954210 362710 23773 0 0 40488 53187 152560 683940 685690 836640 1143800 1098000 1422500 260120 45423 55443 123480 496220 1233100 1082300 744770 1389300 1651200 1485000 1474000 680570 109670 77513
180125 82239 82442 122150 192240 328800 515400 343870 474020 199930 27558 0 7021 36204 62303 94168 216930 493330 512470 825330 309040 85271 2137 0 0 13897 59649 261290 732430 802290 1885200 1317000 1761100 1199800 119980 55670 60847 70419 79979 237770 357020 346660 454370 331940 397940 60022 0 0 0 0 0 52415 1906700 2009400 2307500 1597600 1679100 1205000 434160 82533 77021 75796 87347 1281900 1634400 2554300 1517800 1500200 1410900 467490 77763 0 40742 58102 1245800 2822800 3408200 1295000 952470 955690 531130 170210 80918 94822 80295 104400 303190 370380 1720400 1726000 2420700 1433000 1631000 1583000 519040 83625 90867 99928 887020 1039300 1366800 1689800 1598000 1289600 1449300 1055300 110880 46895 63330 74098 265360 348460 1141700 1225400 1289400 1478900 1031200 641880 101300 0 34618 58058 71048 156910 185830 219210 504180 306580 274880 25441 0 0 0 0 0 499440 1247700 875020 715860 1044700 643440 283900 37458 0 0 28174 75063 1547600 2108100 1441000 1357100 1453900 1414200 857650 125360 96858 78184 76664 162690 533060 733170 1529100 1320400 1088600 904820 285970 31197 0 5875 61696 75665 674780 719720 1144200 823530 860260 1359700 882190 98677 0 29719 49148 362450 2972400 3111500 2352400 1224400 1369100 2051700 970520 91560 33374 53285 63267 249900 914610 716220 759570 1164500 703830 630040 93975 2249 0 0 61418 133840 359310 567880 768180 837680 873060 1319100 721050 60885 0 21099 43556 264790 214810 337570 456110 871020 872780 954770 362800 23134 0 0 40168 52932 152430 684490 686460 837290 1144800 1098800 1423300 259990 44767 55135 123510 496530 1234300 1083200 745560 1390600 1652600 1486000 1474900 680920 109310 77261
179125 83428 83641 123420 193710 330550 517530 345720 476030 201310 28230 0 7156 37142 63432 95416 218480 495380 514580 827900 310620 86357 2452 0 0 13889 60710 262970 735130 804910 1889100 1320500 1764800 1202700 121170 56486 61907 71565 81162 239360 358910 348490 456370 333710 399700 60876 0 0 0 0 0 53410 1911200 2013500 2312400 1601400 1682800 1208000 436020 83396 78154 76958 88557 1285300 1638900 2559000 1521400 1503800 1414200 469310 78762 0 41670 59197 1249000 2828400 3414300 1298400 955350 958590 533060 171510 82075 96103 81525 105690 305120 372380 1724700 1729800 2425300 1436500 1634600 1586400 520930 84472 92063 101190 890030 1042300 1370600 1693600 1601600 1292900 1452500 1058000 111990 47620 64383 75244 267000 350310 1145000 1228600 1292800 1482600 1033900 644220 102450 0 35503 59168 72202 158280 187330 220770 506300 308330 276270 26045 0 0 0 0 0 501510 1251100 877990 718370 1047700 645630 285380 38191 0 0 28967 76277 1551900 2112700 1445100 1360600 1457500 1417600 860010 126480 97870 79313 77815 164040 535290 735750 1533600 1323800 1091700 907420 287440 31880 0 5842 62816 76830 677270 722250 1148800 826260 863010 1362900 884720 99765 0 30529 50184 364240 2978300 3117400 2357100 1227800 1372700 2055800 973110 92549 33972 54290 64364 251440 917520 718780 762500 1167600 706320 632140 95005 2556 0 0 62384 135080 361190 570310 771390 840390 875800 1322200 723260 61745 0 21833 44566 266310 216370 339400 458280 873730 875430 957420 364560 23762 0 0 41151 54008 153780 686980 689170 839970 1148000 1101700 1426500 261440 45428 56158 124950 498630 1237900 1086300 748330 1394400 1656400 1489400 1478200 683190 110370 78379
178125 83040 83258 122920 193080 329720 516490 344900 474990 200590 27762 0 6378 36815 63099 95018 217840 494350 513540 826490 309710 85877 1916 0 0 12933 60338 262290 734040 803610 1886900 1318800 1762700 1200900 120620 55980 61536 71206 80781 238680 358110 347670 455400 332860 398670 60349 0 0 0 0 0 53022 1909300 2011300 2310200 1599600 1680800 1206200 434980 82785 77756 76583 88160 1283800 1637500 2556400 1519500 1501900 1412300 468180 78256 0 41311 58861 1247300 2826100 3411600 1296800 953950 957170 531830 170840 81667 95732 81182 105270 304490 371620 1723100 1727800 2422900 1434800 1632600 1584300 519720 83850 91649 100780 888890 1040900 1369100 1691600 1599700 1291200 1450400 1056300 111420 47084 63995 74865 266260 349490 1143500 1227000 1291100 1480800 1032300 643030 101950 0 35154 58848 71844 157720 186760 220130 505290 307550 275320 25548 0 0 0 0 0 500480 1249500 876820 717170 1046100 644340 284470 37712 0 0 28579 75934 1550600 2110600 1443700 1358900 1455800 1415700 858400 125860 97309 78906 77427 163440 534300 734580 1532400 1322100 1090100 905900 286510 31401 0 4876 62477 76454 676150 721070 1148200 825010 861680 1361100 883200 99235 0 30152 49854 363340 2976100 3115000 2354800 1226200 1371000 2053400 971460 91980 33433 53917 64002 250680 916250 717630 761520 1166000 705120 630810 94443 2013 0 0 61925 134500 360370 569380 770600 839100 874430 1320300 721810 61227 0 21462 44251 265490 215750 338600 457450 872350 873990 955850 363640 23314 0 0 40838 53687 153210 685850 688190 838650 1146500 1100100 1424400 260590 44865 55790 124560 497610 1236400 1084900 747270 1392800 1654500 1487400 1476300 681890 109790 77970
178126 83073 83300 122870 192960 329440 516090 344730 474620 200380 27665 0 5809 36855 63175 95054 217720 493930 513130 825870 309370 85832 1605 0 0 12143 60355 262130 733680 803050 1885700 1318100 1761500 1199900 120510 55767 61543 71249 80817 238520 357880 347420 455020 332630 398260 60209 0 0 0 0 0 53026 1908600 2010000 2309200 1598800 1679700 1205200 434550 82478 77753 76616 88186 1283000 1637200 2554900 1518600 1501100 1411200 467620 78150 0 41308 58924 1246500 2825200 3410300 1296000 953330 956620 531240 170640 81713 95793 81259 105290 304440 371450 1722500 1726700 2421500 1434000 1631600 1583200 519100 83517 91640 100800 888510 1040300 1368700 1690600 1598700 1290400 1449300 1055300 111280 46852 63983 74891 266060 349250 1142900 1226200 1290300 1480000 1031500 642580 101880 0 35147 58912 71891 157620 186680 220000 504890 307370 274890 25386 0 0 0 0 0 500040 1248900 876450 716680 1045500 643750 284090 37590 0 0 28532 76032 1550300 2109700 1443300 1358200 1455100 1414800 857490 125660 97077 78894 77447 163290 533940 734110 1532400 1321300 1089500 905150 286110 31265 0 3986 62549 76497 675740 720610 1148800 824500 861180 1360100 882430 99129 0 30106 49905 363010 2975200 3114000 2353700 1225500 1370300 2052000 970560 91795 33154 53916 64037 250410 915720 717190 761320 1165200 704690 630170 94304 1735 0 0 61846 134350 360120 569140 770650 838540 873900 1319300 721060 61077 0 21405 44309 265160 215630 338360 457210 871730 873370 955050 363310 23186 0 0 40890 53756 153100 685400 687940 838070 1145900 1099400 1423300 260240 44582 55795 124660 497230 1235900 1084200 746970 1392200 1653600 1486400 1475200 681280 109560 77948
177126 82763 82992 122490 192500 328850 515360 344150 473900 199880 27349 0 5247 36593 62898 94733 217250 493210 512400 824920 308760 85480 1028 0 0 11533 60060 261620 732870 802140 1884200 1317000 1760100 1198700 120110 55403 61244 70955 80511 238020 357300 346830 454330 332040 397570 59848 0 0 0 0 0 52728 1907200 2008500 2307700 1597500 1678300 1204000 433830 82051 77434 76312 87869 1281900 1636100 2553200 1517300 1499900 1409900 466850 77784 0 41024 58647 1245300 2823500 3408400 1294800 952350 955640 530420 170160 81399 95484 80969 104950 303940 370880 1721200 1725300 2419800 1432800 1630300 1581800 518290 83084 91307 100470 887650 1039300 1367600 1689200 1597400 1289200 1447900 1054100 110870 46482 63674 74586 265530 348660 1141800 1225000 1289200 1478800 1030400 641760 101510 0 34871 58639 71598 157200 186250 219530 504170 306820 274260 25057 0 0 0 0 0 499310 1247800 875580 715830 1044400 642880 283480 37261 0 0 28245 75745 1549200 2108200 1442300 1357000 1453900 1413500 856430 125220 96666 78571 77137 162850 533220 733270 1531400 1320200 1088400 904130 285480 30935 0 2965 62267 76195 674940 719770 1148200 823610 860260 1358900 881400 98747 0 29820 49635 362380 2973500 3112200 2352100 1224400 1369100 2050400 969460 91393 32789 53620 63746 249860 914800 716360 760570 1164100 703850 629280 93912 1186 0 0 61507 133920 359530 568450 769970 837630 872960 1318100 720100 60714 0 21125 44049 264590 215170 337780 456580 870770 872390 953990 362680 22879 0 0 40630 53490 152680 684590 687190 837150 1144800 1098300 1422000 259660 44199 55500 124340 496510 1234900 1083200 746180 1391100 1652300 1485100 1473800 680390 109130 77622
177127 82143 82385 121740 191600 327690 513940 343130 472580 198930 26717 0 3867 36047 62374 94138 216360 491790 510970 823140 307580 84814 0 0 0 9968 59462 260680 731430 800380 1881300 1314900 1757300 1196400 119350 54566 60624 70369 79902 237060 356190 345680 452980 330970 396250 59114 0 0 0 0 0 52140 1904900 2005500 2304800 1595200 1675700 1201600 432480 81075 76781 75702 87239 1279800 1634300 2549700 1514800 1497500 1407500 465330 77071 0 40422 58099 1243100 2820600 3404900 1292600 950460 953850 528820 169240 80843 94903 80411 104310 303060 369810 1719000 1722600 2416600 1430500 1627700 1579100 516680 82080 90636 99818 886130 1037300 1365700 1686500 1594800 1287100 1445300 1051800 110070 45637 63032 73972 264520 347530 1139900 1222800 1287000 1476600 1028300 640250 100800 0 34273 58093 71013 156380 185430 218620 502790 305830 273020 24355 0 0 0 0 0 497930 1245700 874000 714190 1042500 641220 282270 36579 0 0 27612 75221 1547500 2105500 1440400 1354700 1451600 1411100 854300 124360 95786 77907 76514 161950 531890 731710 1529900 1317900 1086500 902170 284240 30246 0 782 61749 75603 673510 718190 1147600 821900 858570 1356500 879420 98020 0 29183 49083 361180 2970600 3109000 2349100 1222200 1367000 2047400 967290 90571 31920 53003 63157 248790 913100 714800 759250 1161900 702330 627570 93135 180 0 0 60820 133060 358420 567240 768920 835860 871230 1315600 718210 59961 0 20488 43511 263420 214280 336670 455440 868920 870580 951940 361490 22232 0 0 40108 52952 151850 683100 685870 835360 1142900 1096300 1419300 258500 43304 54888 123790 495130 1233000 1081200 744740 1389000 1649900 1482600 1471200 678700 108200 76942
176127 81431 81681 120930 190670 326540 512550 342020 471270 197970 26069 0 2478 35428 61735 93434 215420 490430 509600 821440 306430 84079 0 0 0 8799 58790 259690 729940 798710 1878700 1312800 1754800 1194300 118540 53801 59938 69689 79200 236060 355060 344520 451670 329850 394980 58379 0 0 0 0 0 51485 1902500 2002800 2302100 1593000 1673300 1199500 431180 80215 76060 75004 86520 1277900 1632200 2546700 1512500 1495300 1405200 463940 76325 0 39770 57448 1241100 2817700 3401500 1290500 948660 952090 527350 168310 80163 94202 79734 103570 302050 368680 1716800 1720100 2413700 1428400 1625300 1576700 515230 81210 89893 99077 884560 1035500 1363700 1684100 1592400 1285000 1443000 1049800 109250 44875 62332 73273 263490 346380 1138100 1220700 1284900 1474400 1026300 638760 100030 0 33631 57448 70333 155510 184540 217660 501430 304760 271860 23685 0 0 0 0 0 496600 1243700 872370 712620 1040600 639670 281120 35898 0 0 26965 74566 1545600 2102900 1438400 1352600 1449500 1408900 852440 123500 94962 77180 75808 161040 530560 730160 1528000 1315800 1084600 900350 283080 29568 0 0 61110 74912 672060 716640 1146200 820240 856900 1354300 877610 97250 0 28530 48444 360000 2967700 3105900 2346300 1220200 1364900 2044600 965360 89764 31174 52328 62484 247730 911420 713260 757790 1159900 700800 626000 92341 0 0 0 60109 132190 357280 565940 767570 834160 869530 1313500 716520 59217 0 19848 42887 262310 213340 335540 454230 867180 868850 950070 360300 21597 0 0 39500 52315 150980 681620 684450 833660 1141000 1094300 1417000 257400 42526 54213 123090 493780 1231100 1079300 743230 1387000 1647600 1480300 1468900 677110 107330 76207
176126 80451 80705 119780 189310 324830 510470 340330 469240 196510 25134 0 509 34591 60839 92421 214010 488370 507520 818780 304680 83005 0 0 0 7156 57860 258190 727620 796160 1874600 1309600 1750800 1191000 117350 52751 59000 68752 78230 234600 353350 342810 449710 328140 393030 57316 0 0 0 0 0 50554 1898700 1998600 2297800 1589400 1669500 1196200 429170 79009 75066 74043 85522 1274700 1629000 2541800 1508900 1491800 1401600 461800 75232 0 38883 56554 1237800 2813000 3396200 1287300 945900 949330 525090 166930 79170 93216 78797 102520 300560 366990 1713300 1716300 2409000 1424900 1621500 1572900 512980 79993 88861 98045 882070 1032600 1360600 1680300 1588700 1281700 1439300 1046600 108040 43814 61370 72310 261930 344670 1135100 1217500 1281600 1471000 1023300 636450 98914 0 32767 56564 69397 154250 183230 216250 499390 303140 270100 22731 0 0 0 0 0 494530 1240600 869860 710220 1037700 637250 279390 34927 0 0 26088 73636 1542500 2098800 1435400 1349300 1446100 1405400 849550 122230 93774 76176 74833 159740 528500 727780 1525100 1312500 1081600 897520 281330 28600 0 0 60202 73952 669760 714250 1144100 817710 854290 1350800 874780 96110 0 27651 47576 358200 2962900 3101000 2341900 1217100 1361700 2040300 962340 88592 30149 51403 61559 246170 908800 710910 755560 1156800 698420 623560 91182 0 0 0 59086 130930 355550 563910 765490 831580 866880 1310000 713890 58151 0 18997 42044 260660 211950 333850 452380 864500 866130 947140 358480 20699 0 0 38663 51452 149730 679310 682270 831050 1138000 1091300 1413400 255740 41451 53288 122030 491740 1228100 1076400 740930 1383700 1643900 1476700 1465300 674640 106110 75198
175126 79610 79870 118960 188560 324180 509960 339720 468660 195690 24002 0 0 33627 59975 91606 213300 487830 507010 818410 303930 82083 0 0 0 4820 56948 257520 727360 795840 1874800 1309600 1750900 1190700 116490 51711 58089 67895 77389 233900 352780 342200 449150 327490 392340 56276 0 0 0 0 0 49599 1899100 1998800 2298400 1589500 1669500 1196000 428520 77958 74186 73189 84690 1274700 1629500 2542300 1509000 1491800 1401500 461110 74251 0 37900 55670 1237700 2813900 3397200 1287200 945700 949120 524450 166070 78304 92428 77988 101730 300020 366470 1713700 1716400 2409500 1425000 1621600 1572800 512320 78939 88012 97240 881990 1032500 1360800 1680500 1588800 1281600 1439100 1046200 107100 42702 60451 71446 261240 344070 1135000 1217400 1281600 1471000 1023000 636010 98026 0 31767 55689 68543 153460 182510 215540 498880 302500 269240 21569 0 0 0 0 0 493990 1240600 869740 709870 1037500 636730 278580 33840 0 0 25024 72809 1542900 2099400 1435800 1349400 1446200 1405300 849030 121290 92806 75292 73970 158930 528050 727470 1525700 1312500 1081500 897150 280510 27463 0 0 59321 73099 669400 713920 1144900 817470 854030 1350700 874360 95189 0 26599 46667 357550 2964000 3102100 2342500 1217100 1361700 2040400 961940 87611 28989 50463 60675 245430 908650 710610 755440 1156700 698060 622980 90223 0 0 0 58092 130070 354960 563570 765530 831320 866600 1309800 713330 57114 0 17903 41123 259890 211240 333240 451920 864210 865790 946780 357810 19576 0 0 37725 50570 148920 678960 682050 830760 1137900 1091100 1413200 254920 40320 52357 121310 491210 1228200 1076300 740730 1383900 1644100 1476600 1465100 674140 105170 74306
175127 79253 79528 118730 188540 324490 510660 340150 469290 195650 23231 0 0 33016 59576 91350 213400 488470 507710 819660 304140 81699 0 0 0 2655 56475 257770 728650 797070 1877400 1311700 1753400 1192400 116240 51058 57599 67498 77033 234030 353240 342580 449730 327850 392740 55694 0 0 0 0 0 49088 1902300 2001700 2301800 1592000 1672000 1197700 429020 77371 73773 72805 84362 1276900 1632400 2545700 1511200 1494200 1403600 461600 73792 0 37278 55215 1239700 2818100 3401900 1289200 947190 950660 525060 165930 77976 92183 77673 101500 300440 366980 1716500 1718900 2412800 1427200 1624000 1575100 512900 78347 87668 96967 883630 1034200 1363200 1683000 1591100 1283600 1441100 1047700 106760 41966 59961 71048 261440 344470 1137000 1219300 1283600 1473400 1024500 636970 97706 0 31099 55245 68152 153350 182520 215630 499580 302830 269280 20742 0 0 0 0 0 494710 1242600 871250 710960 1039100 637600 278680 33131 0 0 24278 72489 1545800 2102600 1438400 1351500 1448500 1407400 850120 120990 92383 74877 73582 158790 528890 728670 1528600 1314600 1083200 898460 280590 26686 0 0 58912 72725 670540 715070 1147700 818780 855420 1352700 875610 94849 0 25858 46152 357970 2968500 3106600 2345900 1219000 1363900 2043200 963260 87164 28147 49924 60229 245540 910230 711760 756860 1158400 699170 623790 89812 0 0 0 57571 129820 355420 564590 767150 832620 868000 1311700 714250 56524 0 17077 40579 259970 211330 333620 452680 865540 867130 948150 358210 18780 0 0 37174 50096 148790 680120 683290 832040 1139800 1092800 1415100 254970 39543 51835 121250 491900 1230300 1078100 742030 1386200 1646600 1478800 1467200 675090 104760 73869
174127 80594 80888 120150 190120 326300 512770 342080 471340 197170 24140 0 0 34135 60895 92781 215080 490530 509820 822160 305830 82976 0 0 0 1254 57711 259580 731280 799580 1881000 1314900 1756900 1195200 117610 52076 58807 68811 78381 235730 355200 344460 451750 329710 394570 56770 0 0 0 0 0 50279 1906400 2005400 2306200 1595600 1675400 1200400 430930 78407 75043 74124 85730 1280100 1636500 2549900 1514500 1497500 1406600 463460 74973 0 38361 56476 1242700 2823100 3407200 1292400 949910 953420 527010 167360 79332 93635 79068 102950 302410 369000 1720400 1722300 2417000 1430500 1627400 1578300 514830 79378 88998 98379 886560 1037100 1366700 1686400 1594500 1286700 1444100 1050200 108030 42882 61161 72351 263180 346370 1140100 1222300 1286700 1476800 1027100 639280 99035 0 32143 56522 69474 154860 184150 217300 501710 304680 270800 21594 0 0 0 0 0 496840 1245800 874080 713390 1041900 639780 280270 34103 0 0 25241 73879 1549900 2106700 1442100 1354700 1451900 1410600 852390 122290 93584 76142 74892 160260 531140 731210 1532800 1317700 1086100 900970 282160 27574 0 0 60206 74055 673020 717540 1151900 821390 858070 1355800 878050 96148 0 26820 47364 359860 2973700 3111800 2350100 1222100 1367200 2046900 965740 88348 28973 51086 61496 247190 913070 714260 759660 1161300 701610 625890 91037 0 0 0 58718 131210 357370 567020 770190 835210 870640 1314600 716410 57592 0 17955 41768 261570 213010 335510 454890 868130 869700 950690 360060 19679 0 0 38349 51354 150280 682610 685910 834600 1142800 1095600 1418100 256530 40423 53012 122860 494000 1233600 1081000 744690 1389600 1650200 1482000 1470300 677330 105970 75109
